Round,Loss,Accuracy
1,2.124741062973485,0.48295454545454547
2,1.6278935273488362,0.6931818181818182
3,0.8839837710062662,0.7803030303030303
4,0.5562012484579375,0.8484848484848485
5,0.43943641267039557,0.875
