Round,Loss,Accuracy
1,2.1120680097549682,0.5972222222222222
2,1.6157791803753565,0.7718253968253969
3,0.7845977469096108,0.875
4,0.4323842194345262,0.9126984126984127
5,0.3223806028328245,0.9246031746031746
