Round,Loss,Accuracy
1,2.107412141912124,0.5018382352941176
2,1.6011642147512997,0.7095588235294118
3,0.8225528036846834,0.8051470588235294
4,0.45723134892828327,0.8860294117647058
5,0.3338044829228345,0.9099264705882353
