Round,Loss,Accuracy
1,2.1183451979556858,0.5626283367556468
2,1.64397157829645,0.7515400410677618
3,0.8436303775168542,0.8542094455852156
4,0.5146632360971439,0.8870636550308009
5,0.4038665749943477,0.8973305954825462
